CaseID,Gender,Age,Education,Race/ Ethnicity,Region,Registered to Vote,Religion,Volunteered in the Past Year,Attended a Political Rally in the Past Year,Contacted an Elected Official in the Past Year,Political Donation in the Past Year,Househol Income,Political Party,User Frequency
403,Female,36,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Nothing in particular,1,1,1,0,50k to <75k,Democrat,A few times a week
404,Female,49,Some College,White/Non-Hispanic,South,Yes,,1,0,0,0,150k+,Other,A few times a week
405,Female,47,Some College,White/Non-Hispanic,Midwest,Yes,Atheist,1,1,1,1,100k to <150k,Democrat,Several Times a day
406,Male,55,High School,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",0,1,1,1,100k to <150k,Democrat,Several Times a day
407,Female,30,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",0,0,0,0,75k to <100k,Republican,Several Times a day
408,Female,39,High School,Black/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,1,1,<10k,Democrat,Once a week
410,Female,27,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Nothing in particular,0,0,0,0,10k to <25k,Democrat,Several Times a day
412,Female,34,High School,White/Non-Hispanic,West,Yes,"Christian, Protestant",1,1,0,1,100k to <150k,Republican,A few times a week
414,Female,47,High School,White/Non-Hispanic,South,Yes,Other,0,0,1,0,10k to <25k,Other,Once a day
415,Male,47,Bachelor and Beyond,White/Non-Hispanic,Midwest,No,"Christian, Roman Catholic",0,0,0,0,100k to <150k,Republican,A few times a week
417,Female,63,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Other,1,0,1,1,100k to <150k,Democrat,Once a day
419,Male,66,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,1,0,100k to <150k,Republican,Once a day
420,Male,54,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,1,1,1,100k to <150k,Other,A few times a week
421,Female,35,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Agnostic,0,0,0,0,75k to <100k,Other,Once a month or less
422,Female,67,Bachelor and Beyond,Black/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,0,75k to <100k,Democrat,Several Times a day
424,Male,35,Bachelor and Beyond,2+ Races/Non-Hispanic,South,Yes,"Christian, Protestant",1,1,1,1,100k to <150k,Democrat,A few times a week
427,Male,35,Bachelor and Beyond,2+ Races/Non-Hispanic,Midwest,Yes,Other,1,1,0,0,100k to <150k,Democrat,Once a month or less
429,Male,63,Bachelor and Beyond,White/Non-Hispanic,South,No,Atheist,0,1,1,0,75k to <100k,Other,Several Times a day
431,Male,40,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,,1,100k to <150k,Republican,A few times a week
433,Male,76,Bachelor and Beyond,2+ Races/Non-Hispanic,West,Yes,"Christian, Roman Catholic",0,0,0,0,50k to <75k,Democrat,Once a day
434,Male,18,Less then High School,White/Non-Hispanic,Northeast,Yes,Other,1,1,1,0,25k to <50k,Other,Once a month or less
435,Female,63,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",0,0,0,0,100k to <150k,Republican,Several Times a day
436,Female,42,Bachelor and Beyond,Black/Non-Hispanic,Northeast,Yes,Other,1,0,0,0,50k to <75k,Democrat,Several Times a day
437,Female,27,Some College,White/Non-Hispanic,South,Yes,Nothing in particular,0,0,0,0,25k to <50k,Democrat,A few times a week
439,Female,32,Bachelor and Beyond,Black/Non-Hispanic,Midwest,Yes,"Christian, Protestant",0,0,0,1,75k to <100k,Democrat,Once a month or less
442,Male,56,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",1,0,0,0,150k+,Republican,Several Times a day
444,Male,50,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",0,0,0,0,10k to <25k,Republican,Several Times a day
446,Female,39,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,1,1,0,50k to <75k,Other,Several Times a day
447,Male,34,Bachelor and Beyond,2+ Races/Non-Hispanic,West,No,Nothing in particular,1,0,0,0,75k to <100k,Democrat,Once a day
450,Female,59,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",1,0,0,0,75k to <100k,Democrat,A few times a week
452,Male,46,Bachelor and Beyond,Other/Non-Hispanic,West,Yes,Atheist,1,0,0,1,100k to <150k,Democrat,Several Times a day
453,Female,32,High School,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,50k to <75k,Democrat,Several Times a day
454,Male,37,Bachelor and Beyond,Hispanic,South,Yes,Agnostic,1,1,1,1,150k+,Other,Several Times a day
455,Female,23,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Nothing in particular,1,1,1,0,50k to <75k,Other,Several Times a day
456,Male,31,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Agnostic,1,0,0,0,50k to <75k,Democrat,Several Times a day
457,Male,33,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Nothing in particular,0,0,0,0,50k to <75k,Other,A few times a week
459,Male,71,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Nothing in particular,1,0,0,0,100k to <150k,Other,A few times a week
461,Male,30,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Agnostic,1,0,1,0,75k to <100k,Democrat,Several Times a day
462,Female,46,Bachelor and Beyond,Hispanic,West,Yes,Agnostic,1,0,1,0,50k to <75k,Other,Once a day
464,Female,23,High School,White/Non-Hispanic,Northeast,Yes,Agnostic,0,0,0,0,<10k,Democrat,Once a month or less
465,Male,63,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Nothing in particular,1,0,0,0,150k+,Republican,Once a month or less
466,Male,28,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Nothing in particular,0,0,0,0,100k to <150k,Other,Several Times a day
467,Male,25,High School,Black/Non-Hispanic,South,Yes,Nothing in particular,0,0,0,0,100k to <150k,Democrat,A few times a month
471,Female,52,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,1,0,50k to <75k,Other,Several Times a day
475,Male,43,High School,White/Non-Hispanic,Midwest,Yes,"Christian, Orthodox",0,0,0,0,10k to <25k,Democrat,Once a day
476,Male,36,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,150k+,Republican,A few times a week
477,Male,42,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Atheist,0,1,1,1,150k+,Democrat,A few times a week
478,Male,34,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Protestant",0,0,0,0,75k to <100k,Other,A few times a month
480,Female,56,Some College,White/Non-Hispanic,Midwest,Yes,Other,1,0,1,0,75k to <100k,Republican,Several Times a day
481,Female,46,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Other,1,0,1,0,75k to <100k,Democrat,Once a month or less
484,Female,26,Some College,2+ Races/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,1,0,150k+,Republican,A few times a week
485,Male,60,Some College,Black/Non-Hispanic,Midwest,Yes,Nothing in particular,0,1,1,0,10k to <25k,Democrat,Once a day
486,Male,26,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Orthodox",1,0,0,0,75k to <100k,Republican,Several Times a day
487,Female,31,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,50k to <75k,Republican,Once a day
488,Female,53,Some College,White/Non-Hispanic,West,Yes,"Christian, Roman Catholic",0,0,0,0,75k to <100k,Democrat,A few times a week
490,Male,34,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,1,1,0,75k to <100k,Democrat,A few times a month
496,Female,33,Some College,White/Non-Hispanic,West,Yes,"Christian, Protestant",1,0,0,0,100k to <150k,Other,Several Times a day
497,Male,31,High School,Black/Non-Hispanic,Northeast,Yes,Nothing in particular,1,0,0,0,100k to <150k,Democrat,Several Times a day
498,Male,71,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,1,75k to <100k,Republican,Several Times a day
501,Male,37,Some College,White/Non-Hispanic,Midwest,No,Nothing in particular,0,0,0,0,50k to <75k,Other,Once a month or less
502,Male,69,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Jewish,1,0,1,0,75k to <100k,Democrat,Once a month or less
503,Female,40,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Atheist,0,0,0,0,75k to <100k,Democrat,A few times a week
504,Male,40,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Nothing in particular,1,0,1,1,100k to <150k,Democrat,A few times a week
505,Female,59,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",0,0,1,0,100k to <150k,Republican,Once a month or less
508,Male,24,Some College,White/Non-Hispanic,Northeast,Yes,Jewish,0,0,0,0,25k to <50k,Other,A few times a month
509,Male,30,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Atheist,1,0,0,0,<10k,Other,Once a day
511,Female,34,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,0,1,0,50k to <75k,Democrat,Once a day
512,Male,56,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",0,0,0,0,100k to <150k,Other,Once a day
514,Female,46,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,0,50k to <75k,Republican,A few times a week
515,Female,34,Some College,2+ Races/Non-Hispanic,West,Yes,"Christian, Roman Catholic",1,0,0,1,<10k,Democrat,Several Times a day
517,Female,39,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Agnostic,1,0,1,0,150k+,Other,Several Times a day
518,Male,31,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Mormon",1,0,0,0,25k to <50k,Other,Several Times a day
519,Male,62,High School,White/Non-Hispanic,Midwest,Yes,Nothing in particular,0,0,0,0,25k to <50k,Other,Several Times a day
520,Female,70,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,50k to <75k,Democrat,A few times a week
521,Female,38,Bachelor and Beyond,Other/Non-Hispanic,South,Yes,Hindu,1,0,0,0,150k+,Other,Several Times a day
522,Female,59,Some College,2+ Races/Non-Hispanic,South,Yes,"Christian, Roman Catholic",0,0,0,0,50k to <75k,Democrat,Once a month or less
523,Female,52,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",0,0,0,0,100k to <150k,Democrat,A few times a week
525,Male,41,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,1,1,1,150k+,Democrat,Several Times a day
530,Male,31,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",0,0,0,0,75k to <100k,Other,Several Times a day
532,Female,30,Bachelor and Beyond,2+ Races/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,1,0,75k to <100k,Democrat,A few times a week
533,Female,24,Some College,2+ Races/Non-Hispanic,West,Yes,"Christian, Roman Catholic",1,0,0,0,100k to <150k,Democrat,A few times a week
536,Female,61,High School,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",0,0,0,0,50k to <75k,Other,Once a week
537,Male,55,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",1,1,0,0,100k to <150k,Republican,Once a day
539,Female,28,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",0,0,0,0,75k to <100k,Other,Once a day
541,Male,27,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",1,0,0,0,100k to <150k,Republican,A few times a month
542,Female,33,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,1,50k to <75k,Other,Once a month or less
544,Female,40,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,50k to <75k,Republican,Once a month or less
545,Female,56,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Atheist,1,0,1,1,100k to <150k,Other,Once a month or less
547,Male,32,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",0,0,0,0,75k to <100k,Democrat,Several Times a day
552,Male,68,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",0,0,1,0,100k to <150k,Republican,Once a day
553,Female,52,Some College,White/Non-Hispanic,Northeast,Yes,Other,0,0,0,0,50k to <75k,Other,Once a week
554,Male,28,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Atheist,0,1,1,1,50k to <75k,Other,A few times a week
555,Female,55,High School,Black/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,10k to <25k,Democrat,Several Times a day
557,Male,45,Some College,White/Non-Hispanic,West,Yes,Nothing in particular,1,0,1,0,75k to <100k,Other,Several Times a day
558,Female,40,Bachelor and Beyond,Black/Non-Hispanic,Northeast,Yes,"Christian, Protestant",0,0,0,0,75k to <100k,Democrat,A few times a week
559,Male,50,Some College,Black/Non-Hispanic,West,Yes,"Christian, Roman Catholic",0,0,0,0,25k to <50k,Democrat,A few times a week
560,Male,51,Bachelor and Beyond,Other/Non-Hispanic,West,Yes,"Christian, Roman Catholic",1,0,0,0,150k+,Other,A few times a week
562,Male,68,Some College,White/Non-Hispanic,Midwest,Yes,Agnostic,0,0,1,0,100k to <150k,Other,Once a day
564,Male,29,Bachelor and Beyond,Other/Non-Hispanic,West,Yes,Other,0,0,0,0,75k to <100k,Democrat,A few times a week
565,Male,61,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",,0,0,0,100k to <150k,Republican,A few times a week
566,Female,47,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",1,0,1,1,150k+,Democrat,Once a day
567,Female,63,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Roman Catholic",0,0,0,0,150k+,Other,Several Times a day
568,Female,34,Less then High School,Black/Non-Hispanic,Northeast,No,"Christian, Protestant",1,0,1,0,<10k,Other,A few times a week
569,Female,48,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Nothing in particular,1,0,0,0,75k to <100k,Other,Several Times a day
570,Female,69,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Roman Catholic",0,0,1,0,100k to <150k,Republican,Once a day
571,Female,46,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",0,0,1,0,75k to <100k,Other,Once a week
572,Female,31,Some College,White/Non-Hispanic,Northeast,Yes,Nothing in particular,0,0,0,0,<10k,Other,Several Times a day
573,Male,33,High School,White/Non-Hispanic,South,No,Nothing in particular,0,0,0,0,50k to <75k,Other,A few times a month
574,Female,34,Bachelor and Beyond,Other/Non-Hispanic,West,Yes,"Christian, Roman Catholic",0,0,0,0,150k+,Democrat,Once a day
575,Male,66,Some College,White/Non-Hispanic,South,Yes,Nothing in particular,1,0,0,0,100k to <150k,Other,Once a day
576,Female,39,Bachelor and Beyond,Black/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,1,1,25k to <50k,Democrat,Several Times a day
578,Male,62,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",0,0,1,0,75k to <100k,Democrat,A few times a week
579,Male,46,Some College,White/Non-Hispanic,West,Yes,Other,1,1,0,0,<10k,Other,A few times a month
580,Female,32,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Agnostic,0,0,0,0,75k to <100k,Democrat,A few times a month
581,Female,54,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Agnostic,1,0,1,1,50k to <75k,Democrat,A few times a week
582,Female,37,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Other,1,0,0,0,100k to <150k,Republican,Once a month or less
583,Female,23,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Agnostic,0,0,0,0,100k to <150k,Republican,A few times a week
588,Female,33,Bachelor and Beyond,Hispanic,Northeast,Yes,Nothing in particular,1,0,0,0,75k to <100k,Democrat,A few times a week
589,Male,73,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,75k to <100k,Other,A few times a week
590,Female,32,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,1,0,0,50k to <75k,Other,Once a day
592,Female,40,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Nothing in particular,0,1,0,0,75k to <100k,Democrat,Several Times a day
593,Female,43,Some College,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",0,0,0,0,25k to <50k,Republican,A few times a week
595,Male,47,Bachelor and Beyond,Black/Non-Hispanic,South,Yes,Muslim,1,0,1,1,75k to <100k,Democrat,A few times a month
597,Female,42,High School,White/Non-Hispanic,Midwest,Yes,Nothing in particular,1,0,0,0,75k to <100k,Republican,A few times a week
599,Female,60,Bachelor and Beyond,Black/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,1,0,75k to <100k,Democrat,Several Times a day
600,Female,42,Some College,Other/Non-Hispanic,South,Yes,Nothing in particular,0,0,0,0,10k to <25k,Democrat,Several Times a day
601,Male,24,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Nothing in particular,0,0,0,0,50k to <75k,Other,Several Times a day
602,Female,55,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Nothing in particular,0,0,1,0,75k to <100k,Republican,A few times a week
604,Male,61,Bachelor and Beyond,2+ Races/Non-Hispanic,West,Yes,Atheist,0,0,0,0,75k to <100k,Other,Once a day
605,Male,45,High School,White/Non-Hispanic,Midwest,Probably,Other,0,0,0,0,50k to <75k,Other,Several Times a day
606,Female,36,High School,Black/Non-Hispanic,South,Yes,Nothing in particular,0,0,0,0,10k to <25k,Democrat,Several Times a day
609,Male,25,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Agnostic,1,0,1,1,25k to <50k,Democrat,Once a day
611,Male,27,Bachelor and Beyond,Other/Non-Hispanic,South,No,Hindu,1,0,0,0,25k to <50k,Republican,Once a day
612,Male,57,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Protestant",1,0,1,0,75k to <100k,Republican,A few times a month
613,Female,62,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",1,1,1,0,50k to <75k,Democrat,A few times a month
614,Female,31,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,75k to <100k,Republican,A few times a week
616,Male,25,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Agnostic,1,0,0,0,100k to <150k,Other,Several Times a day
617,Female,54,Some College,2+ Races/Non-Hispanic,South,No,Other,1,0,0,0,75k to <100k,Other,A few times a month
619,Male,54,Some College,2+ Races/Non-Hispanic,West,Yes,"Christian, Roman Catholic",0,0,0,0,25k to <50k,Democrat,A few times a week
620,Female,52,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Atheist,0,0,0,0,75k to <100k,Democrat,Several Times a day
621,Female,63,High School,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",0,0,0,1,50k to <75k,Republican,Once a week
622,Male,37,Bachelor and Beyond,2+ Races/Non-Hispanic,Northeast,Yes,Nothing in particular,0,0,0,0,100k to <150k,Other,Several Times a day
625,Male,69,Some College,White/Non-Hispanic,South,Yes,Nothing in particular,0,0,1,1,50k to <75k,Democrat,Several Times a day
626,Female,18,High School,White/Non-Hispanic,West,Yes,"Christian, Roman Catholic",1,1,1,0,100k to <150k,Democrat,Several Times a day
628,Male,42,Bachelor and Beyond,White/Non-Hispanic,Midwest,No,"Christian, Protestant",0,0,0,0,150k+,Republican,Several Times a day
629,Male,72,Bachelor and Beyond,White/Non-Hispanic,West,Yes,,1,0,0,0,75k to <100k,Republican,Once a day
630,Male,77,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,1,1,1,100k to <150k,Republican,A few times a week
631,Female,31,Some College,White/Non-Hispanic,West,Yes,Atheist,0,0,0,0,100k to <150k,Democrat,Once a day
