CaseID,Col2,Col3
159,Political Party,Other
159,User Frequency,Several Times a day
162,Gender,Male
162,Age,61
162,Education,Bachelor and Beyond
162,Race/ Ethnicity,White/Non-Hispanic
162,Region,Northeast
162,Registered to Vote,Yes
162,Religion,"Christian, Roman Catholic"
162,Volunteered in the Past Year,1
162,Attended a Political Rally in the Past Year,0
162,Contacted an Elected Official in the Past Year,0
162,Political Donation in the Past Year,0
162,Househol Income,150k+
162,Political Party,Other
162,User Frequency,Once a day
163,Gender,Male
163,Age,45
163,Education,Bachelor and Beyond
163,Race/ Ethnicity,White/Non-Hispanic
163,Region,South
163,Registered to Vote,Yes
163,Religion,"Christian, Protestant"
163,Volunteered in the Past Year,1
163,Attended a Political Rally in the Past Year,1
163,Contacted an Elected Official in the Past Year,1
163,Political Donation in the Past Year,1
163,Househol Income,75k to <100k
163,Political Party,Other
163,User Frequency,Several Times a day
164,Gender,Female
164,Age,60
164,Education,Bachelor and Beyond
164,Race/ Ethnicity,White/Non-Hispanic
164,Region,South
164,Registered to Vote,Yes
164,Religion,"Christian, Roman Catholic"
164,Volunteered in the Past Year,0
164,Attended a Political Rally in the Past Year,0
164,Contacted an Elected Official in the Past Year,1
164,Political Donation in the Past Year,0
164,Househol Income,50k to <75k
164,Political Party,Democrat
164,User Frequency,Once a day
167,Gender,Female
167,Age,22
167,Education,High School
167,Race/ Ethnicity,White/Non-Hispanic
167,Region,South
167,Registered to Vote,Yes
167,Religion,"Christian, Protestant"
167,Volunteered in the Past Year,1
167,Attended a Political Rally in the Past Year,0
167,Contacted an Elected Official in the Past Year,0
167,Political Donation in the Past Year,0
167,Househol Income,100k to <150k
167,Political Party,Democrat
167,User Frequency,Several Times a day
168,Gender,Female
168,Age,46
168,Education,Bachelor and Beyond
168,Race/ Ethnicity,White/Non-Hispanic
168,Region,Northeast
168,Registered to Vote,Yes
168,Religion,"Christian, Protestant"
168,Volunteered in the Past Year,1
168,Attended a Political Rally in the Past Year,0
168,Contacted an Elected Official in the Past Year,1
168,Political Donation in the Past Year,0
168,Househol Income,75k to <100k
168,Political Party,Democrat
168,User Frequency,Once a week
169,Gender,Male
169,Age,71
169,Education,Some College
169,Race/ Ethnicity,White/Non-Hispanic
169,Region,West
169,Registered to Vote,Yes
169,Religion,Nothing in particular
169,Volunteered in the Past Year,0
169,Attended a Political Rally in the Past Year,1
169,Contacted an Elected Official in the Past Year,1
169,Political Donation in the Past Year,1
169,Househol Income,150k+
169,Political Party,Democrat
169,User Frequency,A few times a week
171,Gender,Male
171,Age,72
171,Education,Bachelor and Beyond
171,Race/ Ethnicity,White/Non-Hispanic
171,Region,Midwest
171,Registered to Vote,Yes
171,Religion,Jewish
171,Volunteered in the Past Year,0
171,Attended a Political Rally in the Past Year,1
171,Contacted an Elected Official in the Past Year,1
171,Political Donation in the Past Year,1
171,Househol Income,75k to <100k
171,Political Party,Democrat
171,User Frequency,A few times a week
172,Gender,Male
172,Age,72
172,Education,Bachelor and Beyond
172,Race/ Ethnicity,White/Non-Hispanic
172,Region,West
172,Registered to Vote,Yes
172,Religion,"Christian, Protestant"
172,Volunteered in the Past Year,0
172,Attended a Political Rally in the Past Year,0
172,Contacted an Elected Official in the Past Year,0
172,Political Donation in the Past Year,0
172,Househol Income,10k to <25k
172,Political Party,Republican
172,User Frequency,Once a week
174,Gender,Female
174,Age,19
174,Education,Some College
174,Race/ Ethnicity,2+ Races/Non-Hispanic
174,Region,West
174,Registered to Vote,No
174,Religion,"Christian, Mormon"
174,Volunteered in the Past Year,0
174,Attended a Political Rally in the Past Year,0
174,Contacted an Elected Official in the Past Year,0
174,Political Donation in the Past Year,0
174,Househol Income,10k to <25k
174,Political Party,Other
174,User Frequency,Several Times a day
178,Gender,Male
178,Age,80
178,Education,Some College
178,Race/ Ethnicity,White/Non-Hispanic
178,Region,Midwest
178,Registered to Vote,Yes
178,Religion,"Christian, Roman Catholic"
178,Volunteered in the Past Year,1
178,Attended a Political Rally in the Past Year,0
178,Contacted an Elected Official in the Past Year,1
178,Political Donation in the Past Year,0
178,Househol Income,75k to <100k
178,Political Party,Republican
178,User Frequency,Once a day
181,Gender,Female
181,Age,29
181,Education,Bachelor and Beyond
181,Race/ Ethnicity,Hispanic
181,Region,West
181,Registered to Vote,Yes
181,Religion,"Christian, Protestant"
181,Volunteered in the Past Year,1
181,Attended a Political Rally in the Past Year,0
181,Contacted an Elected Official in the Past Year,0
181,Political Donation in the Past Year,0
181,Househol Income,75k to <100k
181,Political Party,Democrat
181,User Frequency,Several Times a day
183,Gender,Male
183,Age,33
183,Education,Bachelor and Beyond
183,Race/ Ethnicity,White/Non-Hispanic
183,Region,South
183,Registered to Vote,Yes
183,Religion,"Christian, Protestant"
183,Volunteered in the Past Year,1
183,Attended a Political Rally in the Past Year,0
183,Contacted an Elected Official in the Past Year,1
183,Political Donation in the Past Year,0
183,Househol Income,100k to <150k
183,Political Party,Other
183,User Frequency,Several Times a day
185,Gender,Male
185,Age,32
185,Education,Some College
185,Race/ Ethnicity,Hispanic
185,Region,West
185,Registered to Vote,Yes
185,Religion,"Christian, Protestant"
185,Volunteered in the Past Year,0
185,Attended a Political Rally in the Past Year,0
185,Contacted an Elected Official in the Past Year,0
185,Political Donation in the Past Year,0
185,Househol Income,50k to <75k
185,Political Party,Other
185,User Frequency,Once a month or less
187,Gender,Female
187,Age,58
187,Education,Bachelor and Beyond
187,Race/ Ethnicity,White/Non-Hispanic
187,Region,South
187,Registered to Vote,Yes
187,Religion,Other
187,Volunteered in the Past Year,1
187,Attended a Political Rally in the Past Year,0
187,Contacted an Elected Official in the Past Year,1
187,Political Donation in the Past Year,1
187,Househol Income,100k to <150k
187,Political Party,Democrat
187,User Frequency,A few times a week
189,Gender,Female
189,Age,60
189,Education,Bachelor and Beyond
189,Race/ Ethnicity,White/Non-Hispanic
189,Region,Midwest
189,Registered to Vote,No
189,Religion,Nothing in particular
189,Volunteered in the Past Year,1
189,Attended a Political Rally in the Past Year,0
189,Contacted an Elected Official in the Past Year,1
189,Political Donation in the Past Year,0
189,Househol Income,150k+
189,Political Party,Other
189,User Frequency,Several Times a day
190,Gender,Female
190,Age,20
190,Education,Some College
190,Race/ Ethnicity,Hispanic
190,Region,Midwest
190,Registered to Vote,Yes
190,Religion,Nothing in particular
190,Volunteered in the Past Year,1
190,Attended a Political Rally in the Past Year,1
190,Contacted an Elected Official in the Past Year,1
190,Political Donation in the Past Year,1
190,Househol Income,100k to <150k
190,Political Party,Other
190,User Frequency,Several Times a day
192,Gender,Male
192,Age,70
192,Education,Bachelor and Beyond
192,Race/ Ethnicity,White/Non-Hispanic
192,Region,South
192,Registered to Vote,Yes
192,Religion,"Christian, Protestant"
192,Volunteered in the Past Year,0
192,Attended a Political Rally in the Past Year,1
192,Contacted an Elected Official in the Past Year,0
192,Political Donation in the Past Year,0
192,Househol Income,25k to <50k
192,Political Party,Republican
192,User Frequency,Several Times a day
193,Gender,Female
193,Age,43
193,Education,Some College
193,Race/ Ethnicity,2+ Races/Non-Hispanic
193,Region,Northeast
193,Registered to Vote,No
193,Religion,"Christian, Protestant"
193,Volunteered in the Past Year,0
193,Attended a Political Rally in the Past Year,0
193,Contacted an Elected Official in the Past Year,0
193,Political Donation in the Past Year,0
193,Househol Income,<10k
193,Political Party,Other
193,User Frequency,A few times a month
194,Gender,Male
194,Age,31
194,Education,Bachelor and Beyond
194,Race/ Ethnicity,White/Non-Hispanic
194,Region,West
194,Registered to Vote,Yes
194,Religion,Agnostic
194,Volunteered in the Past Year,0
194,Attended a Political Rally in the Past Year,0
194,Contacted an Elected Official in the Past Year,1
194,Political Donation in the Past Year,0
194,Househol Income,50k to <75k
194,Political Party,Other
194,User Frequency,Several Times a day
195,Gender,Male
195,Age,74
195,Education,Bachelor and Beyond
195,Race/ Ethnicity,White/Non-Hispanic
195,Region,Northeast
195,Registered to Vote,Yes
195,Religion,Jewish
195,Volunteered in the Past Year,1
195,Attended a Political Rally in the Past Year,1
195,Contacted an Elected Official in the Past Year,1
195,Political Donation in the Past Year,1
195,Househol Income,75k to <100k
195,Political Party,Democrat
195,User Frequency,Several Times a day
197,Gender,Male
197,Age,64
197,Education,Some College
197,Race/ Ethnicity,White/Non-Hispanic
197,Region,South
197,Registered to Vote,Yes
197,Religion,Agnostic
197,Volunteered in the Past Year,0
197,Attended a Political Rally in the Past Year,0
197,Contacted an Elected Official in the Past Year,1
197,Political Donation in the Past Year,0
197,Househol Income,100k to <150k
197,Political Party,Republican
197,User Frequency,Once a day
199,Gender,Male
199,Age,62
199,Education,Bachelor and Beyond
199,Race/ Ethnicity,White/Non-Hispanic
199,Region,West
199,Registered to Vote,Yes
199,Religion,"Christian, Protestant"
199,Volunteered in the Past Year,0
199,Attended a Political Rally in the Past Year,0
199,Contacted an Elected Official in the Past Year,0
199,Political Donation in the Past Year,0
199,Househol Income,150k+
199,Political Party,Other
199,User Frequency,Once a week
200,Gender,Female
200,Age,60
200,Education,Some College
200,Race/ Ethnicity,White/Non-Hispanic
200,Region,Midwest
200,Registered to Vote,Yes
200,Religion,"Christian, Protestant"
200,Volunteered in the Past Year,1
200,Attended a Political Rally in the Past Year,0
200,Contacted an Elected Official in the Past Year,0
200,Political Donation in the Past Year,0
200,Househol Income,75k to <100k
200,Political Party,Other
200,User Frequency,A few times a week
203,Gender,Male
203,Age,72
203,Education,Bachelor and Beyond
203,Race/ Ethnicity,White/Non-Hispanic
203,Region,Midwest
203,Registered to Vote,Yes
203,Religion,Jewish
203,Volunteered in the Past Year,1
203,Attended a Political Rally in the Past Year,0
203,Contacted an Elected Official in the Past Year,0
203,Political Donation in the Past Year,1
203,Househol Income,100k to <150k
203,Political Party,Other
203,User Frequency,Once a day
205,Gender,Female
205,Age,55
205,Education,Some College
205,Race/ Ethnicity,White/Non-Hispanic
205,Region,West
205,Registered to Vote,Yes
205,Religion,"Christian, Protestant"
205,Volunteered in the Past Year,1
205,Attended a Political Rally in the Past Year,1
205,Contacted an Elected Official in the Past Year,1
205,Political Donation in the Past Year,1
205,Househol Income,25k to <50k
205,Political Party,Other
205,User Frequency,Several Times a day
207,Gender,Male
207,Age,46
207,Education,Bachelor and Beyond
207,Race/ Ethnicity,White/Non-Hispanic
207,Region,South
207,Registered to Vote,Yes
207,Religion,Nothing in particular
207,Volunteered in the Past Year,0
207,Attended a Political Rally in the Past Year,1
207,Contacted an Elected Official in the Past Year,0
207,Political Donation in the Past Year,0
207,Househol Income,150k+
207,Political Party,Other
207,User Frequency,Once a month or less
208,Gender,Female
208,Age,48
208,Education,Bachelor and Beyond
208,Race/ Ethnicity,White/Non-Hispanic
208,Region,South
208,Registered to Vote,Yes
208,Religion,"Christian, Protestant"
208,Volunteered in the Past Year,1
208,Attended a Political Rally in the Past Year,0
208,Contacted an Elected Official in the Past Year,0
208,Political Donation in the Past Year,0
208,Househol Income,150k+
208,Political Party,Republican
208,User Frequency,Once a month or less
209,Gender,Male
209,Age,67
209,Education,Some College
209,Race/ Ethnicity,White/Non-Hispanic
209,Region,South
209,Registered to Vote,Yes
209,Religion,"Christian, Protestant"
209,Volunteered in the Past Year,1
209,Attended a Political Rally in the Past Year,0
209,Contacted an Elected Official in the Past Year,0
209,Political Donation in the Past Year,1
209,Househol Income,10k to <25k
209,Political Party,Democrat
209,User Frequency,Several Times a day
213,Gender,Female
213,Age,39
213,Education,Bachelor and Beyond
213,Race/ Ethnicity,Hispanic
213,Region,Northeast
213,Registered to Vote,Yes
213,Religion,"Christian, Protestant"
213,Volunteered in the Past Year,1
213,Attended a Political Rally in the Past Year,0
213,Contacted an Elected Official in the Past Year,0
213,Political Donation in the Past Year,0
213,Househol Income,100k to <150k
213,Political Party,Democrat
